ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG	COGID	COGIDS	ALIGNMENT
1008	Proto	entrar	mo-i	mo-i	m o + i		151	61	1320 1323	m o - - + i
1009	O	entrar	mui-	mui-	m ui		151	61	1320	m ui - -
1010	En	entrar	múu-	múu-	m ú/u u		151	61	1320	m ú/u - u
1011	MA	entrar	kií-mu	kií-mu	k i í/i + m u		151	61	1321 1320	k i í/i + m u - -
1012	Va	entrar	mo'i-	mo'i-	m o ʔ i		151	61	1320	m o ʔ i
1013	TA	entrar	mo'í.	mo'í.	m o í/i		151	61	1320	m o - í/i
1014	Proto	entrar	*paki	*paki	p a k i		186	100	1322	p a - k i
1015	TEP	entrar	vaki-	vaki-	v a k i		186	100	1322	v a - k i
1016	O	entrar	vak	vak	v a k		186	100	1322	v a - k -
1017	En	entrar	váke-	váke-	v á/a k e		186	100	1322	v á/a - k e
1018	Y	entrar	ki-báke-	ki-báke-	k i + b á/a k e		186	100	1321 1322	k i - + b á/a - k e
1019	MA	entrar	ki-báke-	ki-báke-	k i + b á/a k e		186	100	1321 1322	k i - + b á/a - k e
1020	Vb	entrar	paki-	paki-	p a k i		186	100	1322	p a - k i
1021	Va	entrar	pahki-	pahki-	p a h k i		186	100	1322	p a h k i
1022	TA	entrar	bakí.	bakí.	b a k í/i		186	100	1322	b a - k í/i
1023	Proto	entumecerse	*copo	*copo	c o p o		43	316	1341	c o p o -
1024	PI	entumecerse	ukk-supa-	ukk-supa-	u kk/kː + s u p a		43	316	1342 1341	u kk/kː + s u p a -
1025	O	entumecerse	copo	copo	c o p o		43	316	1341	c o p o -
1026	En	entumecerse	copo-	copo-	c o p o		43	316	1341	c o p o -
1027	TA	entumecerse	co'po-.	co'po-.	c o p o +		43	316	1341	c o p o +
1028	Proto	enviar	*hura	*hura	h u r a		69	344	1348	h u r a
1029	O	enviar	ura	ura	u r a		69	344	1348	- u r a
1030	En	enviar	húra-	húra-	h ú/u r a		69	344	1348	h ú/u r a
1031	Va	enviar	u-húla-	u-húla-	u + h ú/u l a		69	344	1349 1348	u + h ú/u l a
1032	TA	enviar	húra.	húra.	h ú/u r a		69	344	1348	h ú/u r a
1033	Proto	escorpión	*saka	*saka	s a k a		228	149	1355	s a - k - - - - a
1034	O	escorpión	sakkara	sakkara	s a kk/kː a r a		228	149	1355	s a - kk/kː - - a r a
1035	En	escorpión	sákra	sákra	s á/a k r a		228	149	1355	s á/a - k - - - r a
1036	Y	escorpión	sákkau	sákkau	s á/a kk/kː au		228	149	1355	s á/a - kk/kː - - - - au
1037	MA	escorpión	sáka'awi-m (pl.)	sáka'awi-m_(pl.)	s á/a k a ʔ a w i + m		228	149	1355 1356	s á/a - k a ʔ a w i + m
1038	Va	escorpión	sahkála.	sahkála.	s a h k á/a l a		228	149	1355	s a h k - - á/a l a
1039	Proto	escribir	*'osa	*'osa	ʔ o s a		22	139	1363	- ʔ - o s a - - -
1040	Proto	escribir	'os-i	'os-i	o s + i		22	139	1363 1364	- - - o s - - - - + i
1041	P	escribir	o'ohan	o'ohan	o ʔ o h a n		22	139	1363	o ʔ - o h a n - -
1042	PI	escribir	ohanna	ohanna	o h a nn/nː a		22	139	1363	o h - - - a nn/nː a -
1043	O	escribir	o	o	o		22	139	1364	o
1044	O	escribir	os-	os-	o s		22	139	1363	- - - o s - - - -
1045	En	escribir	ósa-	ósa-	ó/o s a		22	139	1363	- - - ó/o s a - - -
1046	Vb	escribir	hiosí	hiosí	h i/j o s í/i		22	139	1363	- h i/j o s í/i - - -
1047	Va	escribir	osa-	osa-	o s a		22	139	1363	- - - o s a - - -
1048	TA	escribir	osá	osá	o s á/a		22	139	1363	- - - o s á/a - - -
1049	TA	escribir	osi-	osi-	o s i		22	139	1363	- - - o s i - - -
1050	TR	escribir	yosa-.	yosa-.	y/j o s a +		22	139	1363	- - y/j o s a - - +
1051	Proto	espalda	*ho	*ho	h o		60	335	1377	- - h o - -
1052	P	espalda	oh	oh	o h		60	335	1377	- o h - - -
1053	P	espalda	o'o	o'o	o o		60	335	1378	o o
1054	Y	espalda	hoó'o	hoó'o	h o ó/o o		60	335	1377	- - h o ó/o o
1055	MA	espalda	hoó'o	hoó'o	h o ó/o o		60	335	1377	- - h o ó/o o
1056	Vb	espalda	hó'o-pa	hó'o-pa	h ó/o ʔ o + p a		60	335	1377 1380	h ó/o ʔ o - - + p a
1057	TR	espalda	o-wa-.	o-wa-.	o + w a +		60	335	1378 1379	o - + w a +
1058	Proto	espiga	*mura	*mura	m u r a		158	68	1387	m u - r a
1059	P	espiga	muhla	muhla	m u h l a		158	68	1387	m u h l a
1060	PI	espiga	murhadaga	murhadaga	m u r h a d a g a		158	68	1389	m u r h a d a g a
1061	O	espiga	muta	muta	m u t a		158	68	1387	m u - t a
1062	En	espiga	murá-t	murá-t	m u r á/a + t		158	68	1387 1388	m u - r á/a + t
1063	Y	espiga	móa	móa	m ó/o a		158	68	1387	m ó/o - - a
1064	MA	espiga	móa	móa	m ó/o a		158	68	1387	m ó/o - - a
1065	Va	espiga	mulá	mulá	m u l á/a		158	68	1387	m u - l á/a
1066	TA	espiga	murá.	murá.	m u r á/a		158	68	1387	m u - r á/a
1067	Proto	espina, aguja	*wica	*wica	w i c a		332	269	1398	w i - c a -
1068	O	espina, aguja	gwecam	gwecam	gʷ e c a m		332	269	1398	gʷ e - c a m
1069	En	espina, aguja	wéca-	wéca-	w é/e c a		332	269	1398	w é/e - c a -
1070	Y	espina, aguja	wíca	wíca	w í/i c a		332	269	1398	w í/i - c a -
1071	MA	espina, aguja	wítca	wítca	w í/i t c a		332	269	1398	w í/i t c a -
1072	Va	espina, aguja	wehcá	wehcá	w e h c á/a		332	269	1398	w e h c á/a -
1073	TA	espina, aguja	wecá	wecá	w e c á/a		332	269	1398	w e - c á/a -
1074	TA	espina, aguja	wicá.	wicá.	w i c á/a		332	269	1398	w i - c á/a -
1075	Proto	espinarse	*so	*so	s o		255	180	1408	s o - -
1076	Proto	espinarse	so-i	so-i	s o + i		255	180	1408 1410	s o - - + i
1077	TEP	espinarse	hó'i	hó'i	h ó/o ʔ i		255	180	1408	h ó/o ʔ i
1078	Y	espinarse	soó-so-	soó-so-	s o ó/o + s o		255	180	1409 1408	s o ó/o + s o - -
1079	MA	espinarse	soó-so-	soó-so-	s o ó/o + s o		255	180	1407 1408	s o ó/o + s o - -
1080	Va	espinarse	so'i-	so'i-	s o ʔ i		255	180	1408	s o ʔ i
1081	TA	espinarse	so'í.	so'í.	s o í/i		255	180	1408	s o - í/i
1082	Proto	esposa	hup-i	hup-i	h u p + i		68	343	1418 1419	h u - p - + i
1083	TEP	esposa	'uví	'uví	u v í/i		68	343	1418	- u - v í/i
1084	O	esposa	hu	hu	h u		68	343	1418	h u - - -
1085	O	esposa	hubi-	hubi-	h u b i		68	343	1418	h u - b i
1086	En	esposa	hóbe-	hóbe-	h ó/o b e		68	343	1418	h ó/o - b e
1087	Y	esposa	huúbi	huúbi	h u ú/u b i		68	343	1418	h u ú/u b i
1088	MA	esposa	huúbi	huúbi	h u ú/u b i		68	343	1418	h u ú/u b i
1089	Vb	esposa	huupí	huupí	h u u/u p í/i		68	343	1418	h u u/u p í/i
1090	Va	esposa	upí	upí	u p í/i		68	343	1418	- u - p í/i
1091	Va	esposa	hupí	hupí	h u p í/i		68	343	1418	h u - p í/i
1092	TA	esposa	upe-	upe-	u p e		68	343	1418	- u - p e
1093	TA	esposa	upí.	upí.	u p í/i		68	343	1418	- u - p í/i
1094	Proto	esposa	*sona	*sona	s o n a		256	181	1420	s o n - - a
1095	TEP	esposa	hooníga	hooníga	h oː n í/i g a		256	181	1420	h oː n í/i g a
1096	TR	esposa	soná-r.	soná-r.	s o n á/a + r		256	181	1420 1421	s o n - - á/a + r
1097	Proto	estar	*kat-i	*kat-i	k a t + i		76	352	1436 1437	k a - t - - + i
1098	Proto	estar	kac	kac	k a c		76	352	1436	k a - c - -
1099	P	estar	kahc	kahc	k a h c		76	352	1436	k a h c - -
1100	O	estar	katte	katte	k a tt/tː e		76	352	1436	k a - tt/tː e -
1101	En	estar	káte-	káte-	k á/a t e		76	352	1436	k á/a - t e -
1102	Y	estar	káte	káte	k á/a t e		76	352	1436	k á/a - t e -
1103	MA	estar	kátte	kátte	k á/a tt/tː e		76	352	1436	k á/a - tt/tː e -
1104	Vb	estar	kahtí	kahtí	k a h t í/i		76	352	1436	k a h t í/i -
1105	Va	estar	kahtí	kahtí	k a h t í/i		76	352	1436	k a h t í/i -
1106	TA	estar	atí	atí	a t í/i		76	352	1436	- a - t í/i -
1107	TR	estar	katé-.	katé-.	k a t é/e +		76	352	1436	k a - t é/e +
1108	Proto	estar caliente / calentar	*suka/suka-ra	*suka/suka-ra	s u k a		262	188	1449	s u - k - - a
1109	TEP	estar caliente / calentar	huukáda	huukáda	h u u/u k á/a d a		262	188	1449	h u u/u k á/a d a
1110	O	estar caliente / calentar	sukkara	sukkara	s u kk/kː a r a		262	188	1449	s u - kk/kː a r a
1111	En	estar caliente / calentar	súka-	súka-	s ú/u k a		262	188	1449	s ú/u - k - - a
1112	MA	estar caliente / calentar	súkka	súkka	s ú/u kk/kː a		262	188	1449	s ú/u - kk/kː - - a
1113	TA	estar caliente / calentar	sukáre	sukáre	s u k á/a r e		262	188	1449	s u - k á/a r e
1114	Proto	estar en recipiente	*mani	*mani	m a n i		136	44	1456	m a n i
1115	Proto	estar en recipiente	man-i	man-i	m a n + i		136	44	1456 1457	m a n - + i
1116	O	estar en recipiente	man-	man-	m a n		136	44	1456	m a n -
1117	En	estar en recipiente	máne-	máne-	m á/a n e		136	44	1456	m á/a n e
1118	Y	estar en recipiente	mán-a'a	mán-a'a	m á/a n + a ʔ a		136	44	1456 1458	m á/a n - + a ʔ a
1119	MA	estar en recipiente	mánn-a	mánn-a	m á/a nn/nː + a		136	44	1456 1457	m á/a nn/nː - + a
1120	Va	estar en recipiente	maní.	maní.	m a n í/i		136	44	1456	m a n í/i
1121	TA	estar en recipiente	maní.	maní.	m a n í/i		136	44	1456	m a n í/i
1122	Proto	estar enfermo	*koko	*koko	k o k o		92	370	1468	k o - - k o
1123	TEP	estar enfermo	ko'óko	ko'óko	k o ó/o k o		92	370	1468	k o - ó/o k o
1124	O	estar enfermo	koko-	koko-	k o k o		92	370	1468	k o - - k o
1125	En	estar enfermo	kóko	kóko	k ó/o k o		92	370	1468	k ó/o - - k o
1126	Y	estar enfermo	kó'oko-e	kó'oko-e	k ó/o ʔ o k o + e		92	370	1468 1471	k ó/o ʔ o k o + e
1127	MA	estar enfermo	kó'oko-re	kó'oko-re	k ó/o ʔ o k o + r e		92	370	1468 1469	k ó/o ʔ o k o + - - r e
1128	Vb	estar enfermo	koko-réna	koko-réna	k o k o + r é/e n a		92	370	1468 1469	k o - - k o + r é/e n a
1129	Va	estar enfermo	ko'ko-éna	ko'ko-éna	k o ʔ k o + é/e n a		92	370	1468 1469	k o ʔ - k o + - é/e n a
1130	TA	estar enfermo	o' kó	o'_kó	o ʔ + k ó/o		92	370	1470 1468	o ʔ + k ó/o - - - -
1131	TR	estar enfermo	kokó.	kokó.	k o k ó/o		92	370	1468	k o - - k ó/o
1132	Proto	estera	*pɨta	*pɨta	p ɨ t a		205	123	1484	- - - p ɨ - t a
1133	O	estera	ipe-	ipe-	i p e		205	123	1484	- - i p e - - -
1134	En	estera	hipé-t	hipé-t	h i p é/e + t		205	123	1484 1485	- h i p é/e - - - + t
1135	Y	estera	hípeta-m	hípeta-m	h í/i p e t a + m		205	123	1484 1486	- h í/i p e - t a + m
1136	MA	estera	hípeta-m	hípeta-m	h í/i p e t a + m		205	123	1484 1486	- h í/i p e - t a + m
1137	Vb	estera	hípehtá	hípehtá	h í/i p e h t á/a		205	123	1484	- h í/i p e h t á/a
1138	Va	estera	ihpetá	ihpetá	i h p e t á/a		205	123	1484	i h - p e - t á/a
1139	TA	estera	péra.	péra.	p é/e r a		205	123	1484	- - - p é/e - r a
1140	Proto	estirar	*wika	*wika	w i k a		335	272	1496	w i - k - - a
1141	En	estirar	wíka-	wíka-	w í/i k a		335	272	1496	w í/i - k - - a
1142	Y	estirar	wiíke	wiíke	w i í/i k e		335	272	1496	w i í/i k - - e
1143	Y	estirar	wíko-i	wíko-i	w í/i k o + i		335	272	1496 1499	w í/i - k - - o + i
1144	MA	estirar	wíko'o-ri	wíko'o-ri	w í/i k o ʔ o + r i		335	272	1496 1497	w í/i - k o ʔ o + r i
1145	TR	estirar	wiko-lít	wiko-lít	w i k o + l í/i t		335	272	1496 1498	w i - k - - o + l í/i t
1146	Proto	estornudar	*hatisa	*hatisa	h a t i s a		54	328	1506	- h a - t i s - a
1147	En	estornudar	hacísgwa-	hacísgwa-	h a c í/i s gʷ a		54	328	1506	- h a - c í/i s gʷ a
1148	MA	estornudar	he'ecíh-te	he'ecíh-te	h e e c í/i h + t e		54	328	1506 1507	- h e e c í/i h - - + t e
1149	Va	estornudar	a'tusa-	a'tusa-	a ʔ t u s a		54	328	1506	a ʔ - - t u s - a
1150	TA	estornudar	atíso-wa.	atíso-wa.	a t í/i s o + w a		54	328	1506 1508	a - - - t í/i s - o + w a
1151	Proto	estrella	*so	*so	s o		254	179	1515	s o - - - - - -
1152	Proto	estrella	sopori	sopori	s o p o r i		254	179	1515	s o - - p o r i
1153	P	estrella	hu'u	hu'u	h u ʔ u		254	179	1514	h u ʔ - - u
1154	PI	estrella	huhuga	huhuga	h u h u g a		254	179	1514	h u h u g a
1155	Vb	estrella	só'oporí	só'oporí	s ó/o ʔ o p o r í/i		254	179	1515	s ó/o ʔ o p o r í/i
1156	Va	estrella	so'póri	so'póri	s o p ó/o r i		254	179	1515	s o - - p ó/o r i
1157	TA	estrella	so'porí	so'porí	s o p o r í/i		254	179	1515	s o - - p o r í/i
1158	TR	estrella	sóo.	sóo.	s ó/o o		254	179	1515	s ó/o - - - - - o
1159	Proto	faja	*wiko	*wiko	w i k o		337	274	1523	w i k - - o
1160	En	faja	wikósa	wikósa	w i k ó/o s a		337	274	1523	w i k ó/o s a
1161	Y	faja	wikósa	wikósa	w i k ó/o s a		337	274	1523	w i k ó/o s a
1162	MA	faja	wikósa	wikósa	w i k ó/o s a		337	274	1523	w i k ó/o s a
1163	TA	faja	wikó	wikó	w i k ó/o		337	274	1523	w i k - - ó/o
1164	Proto	flechar	*mu	*mu	m u		152	62	1529	m u - -
1165	Proto	flechar	muh-i	muh-i	m u h + i		152	62	1529 1531	m u h - + i
1166	P	flechar	mu'u	mu'u	m u ʔ u		152	62	1529	m u ʔ u
1167	PI	flechar	muhu	muhu	m u h u		152	62	1529	m u h u
1168	O	flechar	mumu	mumu	m u m u		152	62	1529	m u m u
1169	En	flechar	múmu-	múmu-	m ú/u m u		152	62	1529	m ú/u m u
1170	Y	flechar	múhe	múhe	m ú/u h e		152	62	1529	m ú/u h e
1171	MA	flechar	múhhe	múhhe	m ú/u hh/hː e		152	62	1529	m ú/u hh/hː e
1172	Vb	flechar	muhí-	muhí-	m u h í/i		152	62	1529	m u h í/i
1173	Va	flechar	muhí-	muhí-	m u h í/i		152	62	1529	m u h í/i
1174	TA	flechar	muhu-bú	muhu-bú	m u h u + b ú/u		152	62	1529 1530	m u h u + b ú/u
1175	Proto	flor	*sɨwa	*sɨwa	s ɨ w a		252	177	1543	s ɨ - w a
1176	TEP	flor	hio-síga-i	hio-síga-i	h i/j o + s í/i g a + i		252	177	1544 1543 1545	h i/j o + s í/i - g a + i
1177	En	flor	ségwa-	ségwa-	s é/e gʷ a		252	177	1543	s é/e - gʷ a
1178	Y	flor	seégwa	seégwa	s e é/e gʷ a		252	177	1543	s e é/e gʷ a
1179	MA	flor	seégwa	seégwa	s e é/e gʷ a		252	177	1543	s e é/e gʷ a
1180	Vb	flor	seewa-	seewa-	s ee/eː w a		252	177	1543	s ee/eː - w a
1181	Va	flor	sewá	sewá	s e w á/a		252	177	1543	s e - w á/a
1182	TA	flor	sewá	sewá	s e w á/a		252	177	1543	s e - w á/a
1183	TR	flor	sewa-rát.	sewa-rát.	s e w a + r á/a t		252	177	1543 1546	s e - w a + r á/a t
1184	Proto	frente	*kowa	*kowa	k o w a		96	374	1556	k o w a
1185	TEP	frente	kóva	kóva	k ó/o v a		96	374	1556	k ó/o v a
1186	Y	frente	kóba	kóba	k ó/o b a		96	374	1556	k ó/o b a
1187	MA	frente	kóbba	kóbba	k ó/o bb/bː a		96	374	1556	k ó/o bb/bː a
1188	Vb	frente	kwa-	kwa-	kʷ a		96	374	1556	kʷ a - -
1189	Va	frente	kóa	kóa	k ó/o a		96	374	1556	k ó/o - a
1190	TA	frente	kowá	kowá	k o w á/a		96	374	1556	k o w á/a
1191	TR	frente	kowá-r.	kowá-r.	k o w á/a + r		96	374	1556 1557	k o w á/a + r
1192	Proto	frijol	*muni	*muni	m u n i		157	67	1566	m u - - n i
1193	P	frijol	muhni	muhni	m u h n i		157	67	1566	m u h - n i
1194	O	frijol	muni	muni	m u n i		157	67	1566	m u - - n i
1195	En	frijol	múni	múni	m ú/u n i		157	67	1566	m ú/u - - n i
1196	Y	frijol	muúni	muúni	m u ú/u n i		157	67	1566	m u - ú/u n i
1197	MA	frijol	muúni	muúni	m u ú/u n i		157	67	1566	m u - ú/u n i
1198	Vb	frijol	muuní	muuní	m u u/u n í/i		157	67	1566	m u - u/u n í/i
1199	Vb	frijol	mu'uní	mu'uní	m u ʔ u n í/i		157	67	1566	m u ʔ u n í/i
1200	Va	frijol	muní.	muní.	m u n í/i		157	67	1566	m u - - n í/i
1201	TA	frijol	muní.	muní.	m u n í/i		157	67	1566	m u - - n í/i
1202	Proto	fruta	*taka	*taka	t a k a		269	196	1577	t a - k a
1203	TEP	fruta	táka	táka	t á/a k a		269	196	1577	t á/a - k a
1204	O	fruta	takkai	takkai	t a kk/kː ai		269	196	1577	t a - kk/kː ai
1205	En	fruta	táka-	táka-	t á/a k a		269	196	1577	t á/a - k a
1206	MA	fruta	taáka	taáka	t a á/a k a		269	196	1577	t a á/a k a
1207	Vb	fruta	taaka-	taaka-	t a a k a		269	196	1577	t a a k a
1208	Va	fruta	taká	taká	t a k á/a		269	196	1577	t a - k á/a
1209	TA	fruta	raká	raká	r a k á/a		269	196	1577	r a - k á/a
1210	TR	fruta	taka-rát.	taka-rát.	t a k a + r á/a t		269	196	1577 1578	t a - k a + r á/a t
1211	Proto	fumar	*yɨna	*yɨna	y/j ɨ n a		357	297	1588	y/j ɨ - - n a -
1212	Proto	fumar	yɨn-i	yɨn-i	y/j ɨ n + i		357	297	1588 1589	y/j ɨ - - n - - + i
1213	TEP	fumar	díɨnɨi-i	díɨnɨi-i	d íɨ/iɨ n ɨi + i		357	297	1588 1589	d íɨ/iɨ - - n ɨi - + i
1214	O	fumar	deh	deh	d e h		357	297	1588	d e - h - - -
1215	O	fumar	dehn-	dehn-	d e h n		357	297	1588	d e - h n - -
1216	En	fumar	deíhna-	deíhna-	d e í/j h n a		357	297	1588	d e í/j h n a -
1217	Y	fumar	yéna	yéna	y/j é/e n a		357	297	1588	y/j é/e - - n a -
1218	MA	fumar	yénna	yénna	y/j é/e nn/nː a		357	297	1588	y/j é/e - - nn/nː a -
1219	Vb	fumar	yéni himuarí	yéni_himuarí	y/j é/e n i + h i m u/w a r í/i		357	297	1588 1590	y/j é/e - - n i - + h i m u/w a r í/i
1220	Va	fumar	ye'ni-.	ye'ni-.	y/j e ʔ n i +		357	297	1588	y/j e - ʔ n i +
1221	Proto	ganar en el juego	*kow-a	*kow-a	k o w + a		98bis	377	1602 1604	k o - w - - + a
1222	PI	ganar en el juego	gu-guba	gu-guba	g u + g u b a		98bis	377	1603 1602	g u + g u - b a -
1223	En	ganar en el juego	kóba-	kóba-	k ó/o b a		98bis	377	1602	k ó/o - b a -
1224	Y	ganar en el juego	kobá-	kobá-	k o b á/a		98bis	377	1602	k o - b á/a -
1225	MA	ganar en el juego	koóba	koóba	k o ó/o b a		98bis	377	1602	k o ó/o b a -
1226	TR	ganar en el juego	kowa-.	kowa-.	k o w a +		98bis	377	1602	k o - w a +
1227	Proto	garza	*waco	*waco	w a c o		323	258	1611	w a - c o
1228	Va	garza	wahcó	wahcó	w a h c ó/o		323	258	1611	w a h c ó/o
1229	TA	garza	wacó	wacó	w a c ó/o		323	258	1611	w a - c ó/o
1230	TR	garza	wahó.	wahó.	w a h ó/o		323	258	1611	w a - h ó/o
1231	Proto	gato montés	*topori	*topori	t o p o r i		313	246	1616	t o p o r i
1232	MA	gato montés	tóppol	tóppol	t ó/o pp/pː o l		313	246	1616	t ó/o pp/pː o l -
1233	TR	gato montés	topól.	topól.	t o p ó/o l		313	246	1616	t o p ó/o l -
1234	Proto	grande	*kwiru	*kwiru	kʷ i r u		127	33	1620	kʷ i - - r u
1235	Y	grande	bwé'u	bwé'u	bʷ é/e ʔ u		127	33	1620	bʷ é/e ʔ - - u
1236	MA	grande	bwé'uru	bwé'uru	bʷ é/e ʔ u r u		127	33	1620	bʷ é/e ʔ u r u
1237	Vb	grande	weerú	weerú	w ee/eː r ú/u		127	33	1620	w ee/eː - - r ú/u
1238	Va	grande	werú	werú	w e r ú/u		127	33	1620	w e - - r ú/u
1239	TA	grande	wa'rú.	wa'rú.	w a ʔ r ú/u		127	33	1620	w a ʔ - r ú/u
1240	Proto	granizo	*tɨha	*tɨha	t ɨ h a		286	215	1627	t ɨ h a
1241	P	granizo	cía	cía	c í/i a		286	215	1627	c í/i - a
1242	P	granizo	cía	cía	c í/i a		286	215	1627	c í/i - a
1243	PI	granizo	tuha	tuha	t u h a		286	215	1627	t u h a
1244	En	granizo	tehé-t	tehé-t	t e h é/e + t		286	215	1627 1628	t e h é/e + t
1245	MA	granizo	téhha-n	téhha-n	t é/e hh/hː a + n		286	215	1627 1629	t é/e hh/hː a + n
1246	Vb	granizo	tehá	tehá	t e h á/a		286	215	1627	t e h á/a
1247	Vb	granizo	tehé	tehé	t e h é/e		286	215	1627	t e h é/e
1248	Va	granizo	tehé	tehé	t e h é/e		286	215	1627	t e h é/e
1249	TA	granizo	rehé	rehé	r e h é/e		286	215	1627	r e h é/e
1250	TR	granizo	tehé-t.	tehé-t.	t e h é/e + t		286	215	1627 1628	t e h é/e + t
1251	Proto	grasa	*wi'i	*wi'i	w i ʔ i		331	268	1642	w i ʔ i
1252	TEP	grasa	gíi-gi	gíi-gi	g í/i i + g i		331	268	1643 1644	g í/i i + g i
1253	Vb	grasa	wíi-na	wíi-na	w í/i i + n a		331	268	1642 1645	w í/i - i + n a
1254	Va	grasa	wi'í.	wi'í.	w i í/i		331	268	1642	w i - í/i
1255	TA	grasa	wi'í.	wi'í.	w i í/i		331	268	1642	w i - í/i
1256	Proto	gritar	*cani	*cani	c a n i		27	197	1650	c a - n i -
1257	O	gritar	cane	cane	c a n e		27	197	1650	c a - n e -
1258	En	gritar	cána-	cána-	c á/a n a		27	197	1650	c á/a - n a -
1259	Y	gritar	cáe	cáe	c á/a e		27	197	1650	c á/a - - e -
1260	MA	gritar	caáye	caáye	c a á/a y/j e		27	197	1650	c a á/a y/j e -
1261	Vb	gritar	cani-	cani-	c a n i		27	197	1650	c a - n i -
1262	Va	gritar	caní	caní	c a n í/i		27	197	1650	c a - n í/i -
1263	TA	gritar	caní	caní	c a n í/i		27	197	1650	c a - n í/i -
1264	TR	gritar	cai-.	cai-.	c ai +		27	197	1650	c ai - - - +
1265	Proto	gritar	*sina	*sina	s i n a		242	166	1650	s i - n a -
1266	TEP	gritar	hiiná-	hiiná-	h i i n á/a		242	166	1650	h i i n á/a -
1267	Vb	gritar	-sina	-sina	s i n a		242	166	1650	s i - n a -
1268	Va	gritar	siná-.	siná-.	s i n á/a +		242	166	1650	s i - n á/a +
1269	TA	gritar	siná-.	siná-.	s i n á/a +		242	166	1650	s i - n á/a +
1270	Proto	gritar, cantar	*kusu	*kusu	k u s u		110	14	1665	k u - s u -
1271	P	gritar, cantar	kuhu	kuhu	k u h u		110	14	1665	k u - h u -
1272	PI	gritar, cantar	kuhu	kuhu	k u h u		110	14	1665	k u - h u -
1273	En	gritar, cantar	kúsa-	kúsa-	k ú/u s a		110	14	1665	k ú/u - s a -
1274	Y	gritar, cantar	kuúse	kuúse	k u ú/u s e		110	14	1665	k u ú/u s e -
1275	MA	gritar, cantar	kuúse	kuúse	k u ú/u s e		110	14	1665	k u ú/u s e -
1276	Va	gritar, cantar	kusu-	kusu-	k u s u		110	14	1665	k u - s u -
1277	TA	gritar, cantar	kusú	kusú	k u s ú/u		110	14	1665	k u - s ú/u -
1278	TR	gritar, cantar	kusu-.	kusu-.	k u s u +		110	14	1665	k u - s u +
1279	Proto	grulla	*koro	*koro	k o r o		94	372	1675	k o - r - - o
1280	P	grulla	kohkoD	kohkoD	k o h k o D/ð		94	372	1677	k o h k o - D/ð
1281	PI	grulla	kokorh	kokorh	k o k o r h		94	372	1677	k o - k o r h
1282	O	grulla	koro-ci	koro-ci	k o r o + c i		94	372	1675 1676	k o - r - - o + c i
1283	En	grulla	koró	koró	k o r ó/o		94	372	1675	k o - r - - ó/o
1284	Y	grulla	kórowe	kórowe	k ó/o r o w e		94	372	1675	k ó/o - r o w e
1285	MA	grulla	koórou	koórou	k o ó/o r ou		94	372	1675	k o ó/o r - - ou
1286	TA	grulla	goró	goró	g o r ó/o		94	372	1675	g o - r - - ó/o
1287	TR	grulla	koló	koló	k o l ó/o		94	372	1675	k o - l - - ó/o
1288	Proto	guacamaya	*'alo	*'alo	ʔ a l o		5	323	1686	ʔ a l o
1289	P	guacamaya	ahDo	ahDo	a h D/ð o		5	323	1687	a h D/ð o
1290	PI	guacamaya	arho	arho	a r h o		5	323	1688	a r h o
1291	O	guacamaya	haro	haro	h a r o		5	323	1686	h a r o
1292	En	guacamaya	háro	háro	h á/a r o		5	323	1686	h á/a r o
1293	Va	guacamaya	walá	walá	w a l á/a		5	323	1686	w a l á/a
1294	TA	guacamaya	walá	walá	w a l á/a		5	323	1686	w a l á/a
1295	TR	guacamaya	waló.	waló.	w a l ó/o		5	323	1686	w a l ó/o
1296	Proto	guajolote	*ciwi	*ciwi	c i w i		35	288	1695	c i - - w - - i
1297	O	guajolote	ciwisi	ciwisi	c i w i s i		35	288	1695	c i - - w i s i
1298	En	guajolote	ciwí	ciwí	c i w í/i		35	288	1695	c i - - w - - í/i
1299	Y	guajolote	cíwi	cíwi	c í/i w i		35	288	1695	c í/i - - w - - i
1300	Vb	guajolote	cí'iwii-	cí'iwii-	c í/i ʔ i w i i		35	288	1695	c í/i ʔ i w i - i
1301	Va	guajolote	ciwí	ciwí	c i w í/i		35	288	1695	c i - - w - - í/i
1302	TA	guajolote	ciwí.	ciwí.	c i w í/i		35	288	1695	c i - - w - - í/i
1303	Proto	guardar	*tɨwu	*tɨwu	t ɨ w u		304	236	1703	t ɨ w u
1304	O	guardar	tewu	tewu	t e w u		304	236	1703	t e w u
1305	Va	guardar	tebu-ná	tebu-ná	t e b u + n á/a		304	236	1703 1704	t e b u + n á/a
1306	TA	guardar	tibú	tibú	t i b ú/u		304	236	1703	t i b ú/u
1307	TR	guardar	tiwu-	tiwu-	t i w u		304	236	1703	t i w u
1308	Proto	gusano	*kwici	*kwici	kʷ i c i		120	26	1713	kʷ i c - - - - i
1309	Tn	gusano	obí-bisi	obí-bisi	o b í/i + b i s i		120	26	1714 1712	o b í/i + b i - s - i
1310	En	gusano	híci-ra (bíci-ra?)	híci-ra_(bíci-ra?)	h í/i c i + r a		120	26	1710 1711	h í/i c i + r a
1311	Y	gusano	bwícia	bwícia	bʷ í/i c i/j a		120	26	1712	bʷ í/i - c i/j a
1312	MA	gusano	bwítcia	bwítcia	bʷ í/i t c i/j a		120	26	1712	bʷ í/i t c i/j a
